dataset	id	mean_discrepancy	num_discrepancy	n	prefix
tracktor-final	Fly4	0.000457466053939407	22	48091	44
tracktor-final	Fly5	6.23817346281009e-05	3	48091	44
tracktor-final	Fly6	0.000540641700110208	26	48091	44
tracktor-raw	Fly1	0.000977313842506914	47	48091	44
tracktor-raw	Fly2	0.000457466053939407	22	48091	44
tracktor-raw	Fly3	0.000914932107878813	44	48091	44
tracktor-raw	Fly4	0.00122684078101932	59	48091	44
tracktor-raw	Fly5	0.000457466053939407	22	48091	44
tracktor-raw	Fly6	0.000582229523195608	28	48091	44
tracktor-final	Fly1	4.12575294991336e-05	2	48476	2
tracktor-final	Fly2	0	0	48476	2
tracktor-final	Fly3	0	0	48476	2
tracktor-final	Fly4	2.06287647495668e-05	1	48476	2
tracktor-final	Fly5	0	0	48476	2
tracktor-final	Fly6	2.06287647495668e-05	1	48476	2
tracktor-raw	Fly1	0.000165030117996534	8	48476	2
tracktor-raw	Fly2	0.000185658882746101	9	48476	2
tracktor-raw	Fly3	0.000123772588497401	6	48476	2
tracktor-raw	Fly4	4.12575294991336e-05	2	48476	2
tracktor-raw	Fly5	0.000165030117996534	8	48476	2
tracktor-raw	Fly6	6.18862942487004e-05	3	48476	2
tracktor-final	Fly1	0	0	45790	27
tracktor-final	Fly2	6.55164883162263e-05	3	45790	27
tracktor-final	Fly3	8.73553177549683e-05	4	45790	27
tracktor-final	Fly4	2.18388294387421e-05	1	45790	27
tracktor-final	Fly5	8.73553177549683e-05	4	45790	27
tracktor-final	Fly6	8.73553177549683e-05	4	45790	27
tracktor-raw	Fly1	0	0	45790	27
tracktor-raw	Fly2	6.55164883162263e-05	3	45790	27
tracktor-raw	Fly3	4.36776588774842e-05	2	45790	27
tracktor-raw	Fly4	2.18388294387421e-05	1	45790	27
tracktor-raw	Fly5	2.18388294387421e-05	1	45790	27
tracktor-raw	Fly6	6.55164883162263e-05	3	45790	27
tracktor-final	Fly1	0.000245552157510548	11	44797	83
tracktor-final	Fly2	0.000223229234100498	10	44797	83
tracktor-final	Fly3	0.000133937540460299	6	44797	83
tracktor-final	Fly4	2.23229234100498e-05	1	44797	83
tracktor-final	Fly5	2.23229234100498e-05	1	44797	83
tracktor-final	Fly6	0.000312520927740697	14	44797	83
tracktor-raw	Fly1	0	0	44797	83
tracktor-raw	Fly2	0	0	44797	83
tracktor-raw	Fly3	0	0	44797	83
tracktor-raw	Fly4	0	0	44797	83
tracktor-raw	Fly5	0	0	44797	83
tracktor-raw	Fly6	8.92916936401991e-05	4	44797	83
tracktor-final	Fly1	2.2989034230672e-05	1	43499	90
tracktor-final	Fly2	6.89671026920159e-05	3	43499	90
tracktor-final	Fly3	0	0	43499	90
tracktor-final	Fly4	6.89671026920159e-05	3	43499	90
tracktor-final	Fly5	4.59780684613439e-05	2	43499	90
tracktor-final	Fly6	0	0	43499	90
tracktor-raw	Fly1	0	0	43499	90
tracktor-raw	Fly2	0.00011494517115336	5	43499	90
tracktor-raw	Fly3	4.59780684613439e-05	2	43499	90
tracktor-raw	Fly4	6.89671026920159e-05	3	43499	90
tracktor-raw	Fly5	0	0	43499	90
tracktor-raw	Fly6	0	0	43499	90
tracktor-final	Fly1	0	0	49653	84
tracktor-final	Fly2	0	0	49653	84
tracktor-final	Fly3	0.000100698850019133	5	49653	84
tracktor-final	Fly4	0.000201397700038266	10	49653	84
tracktor-final	Fly5	0.000463214710088011	23	49653	84
tracktor-final	Fly6	0.000664612410126276	33	49653	84
tracktor-raw	Fly1	0	0	49653	84
tracktor-raw	Fly2	0	0	49653	84
tracktor-raw	Fly3	0.000422935170080358	21	49653	84
tracktor-raw	Fly4	0.00151048275028699	75	49653	84
tracktor-raw	Fly5	0.000886149880168368	44	49653	84
tracktor-raw	Fly6	0.00116810666022194	58	49653	84
tracktor-final	Fly1	0	0	48476	3
tracktor-final	Fly2	6.18862942487004e-05	3	48476	3
tracktor-final	Fly3	2.06287647495668e-05	1	48476	3
tracktor-final	Fly4	2.06287647495668e-05	1	48476	3
tracktor-final	Fly5	2.06287647495668e-05	1	48476	3
tracktor-final	Fly6	0	0	48476	3
tracktor-raw	Fly1	0.000247545176994802	12	48476	3
tracktor-raw	Fly2	0.000309431471243502	15	48476	3
tracktor-raw	Fly3	4.12575294991336e-05	2	48476	3
tracktor-raw	Fly4	8.25150589982672e-05	4	48476	3
tracktor-raw	Fly5	6.18862942487004e-05	3	48476	3
tracktor-raw	Fly6	0	0	48476	3
tracktor-final	Fly1	4.23953365129836e-05	2	47175	18
tracktor-final	Fly2	0	0	47175	18
tracktor-final	Fly3	0	0	47175	18
tracktor-final	Fly4	0	0	47175	18
tracktor-final	Fly5	4.23953365129836e-05	2	47175	18
tracktor-final	Fly6	0	0	47175	18
tracktor-raw	Fly1	0.000190779014308426	9	47175	18
tracktor-raw	Fly2	0	0	47175	18
tracktor-raw	Fly3	2.11976682564918e-05	1	47175	18
tracktor-raw	Fly4	6.35930047694754e-05	3	47175	18
tracktor-raw	Fly5	2.11976682564918e-05	1	47175	18
tracktor-raw	Fly6	0	0	47175	18
tracktor-final	Fly1	0	0	46451	45
tracktor-final	Fly2	0	0	46451	45
tracktor-final	Fly3	0	0	46451	45
tracktor-final	Fly4	4.30561236571871e-05	2	46451	45
tracktor-final	Fly5	0	0	46451	45
tracktor-final	Fly6	0	0	46451	45
tracktor-raw	Fly1	0	0	46451	45
tracktor-raw	Fly2	0	0	46451	45
tracktor-raw	Fly3	0	0	46451	45
tracktor-raw	Fly4	4.30561236571871e-05	2	46451	45
tracktor-raw	Fly5	0	0	46451	45
tracktor-raw	Fly6	8.61122473143743e-05	4	46451	45
tracktor-final	Fly1	9.19561369226879e-05	4	43499	88
tracktor-final	Fly2	0	0	43499	88
tracktor-final	Fly3	0	0	43499	88
tracktor-final	Fly4	0	0	43499	88
tracktor-final	Fly5	9.19561369226879e-05	4	43499	88
tracktor-final	Fly6	0	0	43499	88
tracktor-raw	Fly1	9.19561369226879e-05	4	43499	88
tracktor-raw	Fly2	0	0	43499	88
tracktor-raw	Fly3	0	0	43499	88
tracktor-raw	Fly4	0	0	43499	88
tracktor-raw	Fly5	9.19561369226879e-05	4	43499	88
tracktor-raw	Fly6	0	0	43499	88
tracktor-final	Fly1	0.000124877723895352	6	48047	13
tracktor-final	Fly2	0.000104064769912794	5	48047	13
tracktor-final	Fly3	2.08129539825587e-05	1	48047	13
tracktor-final	Fly4	0.000104064769912794	5	48047	13
tracktor-final	Fly5	8.3251815930235e-05	4	48047	13
tracktor-final	Fly6	6.24388619476762e-05	3	48047	13
tracktor-raw	Fly1	0.00016650363186047	8	48047	13
tracktor-raw	Fly2	0.000145690677877911	7	48047	13
tracktor-raw	Fly3	2.08129539825587e-05	1	48047	13
tracktor-raw	Fly4	0.000145690677877911	7	48047	13
tracktor-raw	Fly5	8.3251815930235e-05	4	48047	13
tracktor-raw	Fly6	0.000104064769912794	5	48047	13
tracktor-final	Fly1	4.44177937681835e-05	2	45027	75
tracktor-final	Fly2	0	0	45027	75
tracktor-final	Fly3	2.22088968840918e-05	1	45027	75
tracktor-final	Fly4	0	0	45027	75
tracktor-final	Fly5	0	0	45027	75
tracktor-final	Fly6	0	0	45027	75
tracktor-raw	Fly1	0	0	45027	75
tracktor-raw	Fly2	0	0	45027	75
tracktor-raw	Fly3	0	0	45027	75
tracktor-raw	Fly4	0	0	45027	75
tracktor-raw	Fly5	0	0	45027	75
tracktor-raw	Fly6	0	0	45027	75
tracktor-final	Fly1	0.00229033344560458	102	44535	86
tracktor-final	Fly2	0.00145952621533625	65	44535	86
tracktor-final	Fly3	0.00208824520040418	93	44535	86
tracktor-final	Fly4	0.00222297069720445	99	44535	86
tracktor-final	Fly5	0.000987986976535309	44	44535	86
tracktor-final	Fly6	0.00211069944987089	94	44535	86
tracktor-raw	Fly1	0.00808352980801617	360	44535	86
tracktor-raw	Fly2	0.00920624228135175	410	44535	86
tracktor-raw	Fly3	0.011990569215224	534	44535	86
tracktor-raw	Fly4	0.00824070955428315	367	44535	86
tracktor-raw	Fly5	0.0085326147973504	380	44535	86
tracktor-raw	Fly6	0.00707308858201415	315	44535	86
tracktor-final	Fly1	4.37837956172421e-05	2	45679	100
tracktor-final	Fly2	0.000197027080277589	9	45679	100
tracktor-final	Fly3	4.37837956172421e-05	2	45679	100
tracktor-final	Fly4	0.00142297335756037	65	45679	100
tracktor-final	Fly5	0.000656756934258631	30	45679	100
tracktor-final	Fly6	0.000306486569320694	14	45679	100
tracktor-raw	Fly1	4.37837956172421e-05	2	45679	100
tracktor-raw	Fly2	0.000722432627684494	33	45679	100
tracktor-raw	Fly3	0.000788108321110357	36	45679	100
tracktor-raw	Fly4	0.000897567810153462	41	45679	100
tracktor-raw	Fly5	0.00085378401453622	39	45679	100
tracktor-raw	Fly6	0.00102891919700519	47	45679	100
tracktor-final	Fly1	0	0	43091	96
tracktor-final	Fly2	0	0	43091	96
tracktor-final	Fly3	0	0	43091	96
tracktor-final	Fly4	0	0	43091	96
tracktor-final	Fly5	0	0	43091	96
tracktor-final	Fly6	0	0	43091	96
tracktor-raw	Fly1	0	0	43091	96
tracktor-raw	Fly2	0	0	43091	96
tracktor-raw	Fly3	0	0	43091	96
tracktor-raw	Fly4	0	0	43091	96
tracktor-raw	Fly5	0	0	43091	96
tracktor-raw	Fly6	0	0	43091	96
tracktor-final	Fly1	0	0	43259	91
tracktor-final	Fly2	4.62331537945861e-05	2	43259	91
tracktor-final	Fly3	0	0	43259	91
tracktor-final	Fly4	0	0	43259	91
tracktor-final	Fly5	0	0	43259	91
tracktor-final	Fly6	0	0	43259	91
tracktor-raw	Fly1	0	0	43259	91
tracktor-raw	Fly2	0	0	43259	91
tracktor-raw	Fly3	0	0	43259	91
tracktor-raw	Fly4	0	0	43259	91
tracktor-raw	Fly5	0	0	43259	91
tracktor-raw	Fly6	0	0	43259	91
tracktor-final	Fly1	0	0	48476	1
tracktor-final	Fly2	0	0	48476	1
tracktor-final	Fly3	0	0	48476	1
tracktor-final	Fly4	0	0	48476	1
tracktor-final	Fly5	0	0	48476	1
tracktor-final	Fly6	0	0	48476	1
tracktor-raw	Fly1	0	0	48476	1
tracktor-raw	Fly2	0	0	48476	1
tracktor-raw	Fly3	0	0	48476	1
tracktor-raw	Fly4	0	0	48476	1
tracktor-raw	Fly5	0	0	48476	1
tracktor-raw	Fly6	0	0	48476	1
tracktor-final	Fly1	8.34916195286898e-05	4	47909	9
tracktor-final	Fly2	0.000104364524410862	5	47909	9
tracktor-final	Fly3	2.08729048821725e-05	1	47909	9
tracktor-final	Fly4	0.000104364524410862	5	47909	9
tracktor-final	Fly5	0.000146110334175207	7	47909	9
tracktor-final	Fly6	0.000208729048821725	10	47909	9
tracktor-raw	Fly1	0	0	47909	9
tracktor-raw	Fly2	0.000125237429293035	6	47909	9
tracktor-raw	Fly3	4.17458097643449e-05	2	47909	9
tracktor-raw	Fly4	0.000125237429293035	6	47909	9
tracktor-raw	Fly5	2.08729048821725e-05	1	47909	9
tracktor-raw	Fly6	0.000104364524410862	5	47909	9
tracktor-final	Fly1	0	0	46451	46
tracktor-final	Fly2	0	0	46451	46
tracktor-final	Fly3	0	0	46451	46
tracktor-final	Fly4	0	0	46451	46
tracktor-final	Fly5	0	0	46451	46
tracktor-final	Fly6	0	0	46451	46
tracktor-raw	Fly1	0	0	46451	46
tracktor-raw	Fly2	0	0	46451	46
tracktor-raw	Fly3	0	0	46451	46
tracktor-raw	Fly4	0	0	46451	46
tracktor-raw	Fly5	0	0	46451	46
tracktor-raw	Fly6	0	0	46451	46
tracktor-final	Fly1	0	0	45027	76
tracktor-final	Fly2	2.22088968840918e-05	1	45027	76
tracktor-final	Fly3	4.44177937681835e-05	2	45027	76
tracktor-final	Fly4	0	0	45027	76
tracktor-final	Fly5	0	0	45027	76
tracktor-final	Fly6	4.44177937681835e-05	2	45027	76
tracktor-raw	Fly1	0	0	45027	76
tracktor-raw	Fly2	0	0	45027	76
tracktor-raw	Fly3	0	0	45027	76
tracktor-raw	Fly4	0	0	45027	76
tracktor-raw	Fly5	0	0	45027	76
tracktor-raw	Fly6	0	0	45027	76
tracktor-final	Fly1	8.51426138782461e-05	4	46980	62
tracktor-final	Fly2	6.38569604086846e-05	3	46980	62
tracktor-final	Fly3	0.000191570881226054	9	46980	62
tracktor-final	Fly4	4.2571306939123e-05	2	46980	62
tracktor-final	Fly5	0	0	46980	62
tracktor-final	Fly6	0	0	46980	62
tracktor-raw	Fly1	0.000255427841634738	12	46980	62
tracktor-raw	Fly2	0.000255427841634738	12	46980	62
tracktor-raw	Fly3	4.2571306939123e-05	2	46980	62
tracktor-raw	Fly4	4.2571306939123e-05	2	46980	62
tracktor-raw	Fly5	0	0	46980	62
tracktor-raw	Fly6	0	0	46980	62
tracktor-final	Fly1	0.000228942493808146	11	48047	12
tracktor-final	Fly2	0.00016650363186047	8	48047	12
tracktor-final	Fly3	0.000208129539825587	10	48047	12
tracktor-final	Fly4	0.000145690677877911	7	48047	12
tracktor-final	Fly5	0	0	48047	12
tracktor-final	Fly6	0	0	48047	12
tracktor-raw	Fly1	0.000541136803546527	26	48047	12
tracktor-raw	Fly2	0.000291381355755822	14	48047	12
tracktor-raw	Fly3	0.000291381355755822	14	48047	12
tracktor-raw	Fly4	0.000291381355755822	14	48047	12
tracktor-raw	Fly5	0.000208129539825587	10	48047	12
tracktor-raw	Fly6	0.000187316585843029	9	48047	12
tracktor-final	Fly1	0.00124829515245382	54	43259	94
tracktor-final	Fly2	0.00138699461383758	60	43259	94
tracktor-final	Fly3	0.00115582884486465	50	43259	94
tracktor-final	Fly4	0.000924663075891722	40	43259	94
tracktor-final	Fly5	0.000947779652789015	41	43259	94
tracktor-final	Fly6	0.000878429922097136	38	43259	94
tracktor-raw	Fly1	0.00342125338079937	148	43259	94
tracktor-raw	Fly2	0.00323632076562103	140	43259	94
tracktor-raw	Fly3	0.00349060311149125	151	43259	94
tracktor-raw	Fly4	0.0043227998797938	187	43259	94
tracktor-raw	Fly5	0.00293580526595622	127	43259	94
tracktor-raw	Fly6	0.00314385445803185	136	43259	94
tracktor-final	Fly1	0	0	44480	70
tracktor-final	Fly2	0.000314748201438849	14	44480	70
tracktor-final	Fly3	8.99280575539568e-05	4	44480	70
tracktor-final	Fly4	0.000202338129496403	9	44480	70
tracktor-final	Fly5	4.49640287769784e-05	2	44480	70
tracktor-final	Fly6	0.000202338129496403	9	44480	70
tracktor-raw	Fly1	0	0	44480	70
tracktor-raw	Fly2	4.49640287769784e-05	2	44480	70
tracktor-raw	Fly3	8.99280575539568e-05	4	44480	70
tracktor-raw	Fly4	0	0	44480	70
tracktor-raw	Fly5	4.49640287769784e-05	2	44480	70
tracktor-raw	Fly6	4.49640287769784e-05	2	44480	70
tracktor-final	Fly1	0	0	48864	54
tracktor-final	Fly2	0	0	48864	54
tracktor-final	Fly3	0	0	48864	54
tracktor-final	Fly4	0.000163719711853307	8	48864	54
tracktor-final	Fly5	0	0	48864	54
tracktor-final	Fly6	0	0	48864	54
tracktor-raw	Fly1	0	0	48864	54
tracktor-raw	Fly2	0	0	48864	54
tracktor-raw	Fly3	0	0	48864	54
tracktor-raw	Fly4	0.000163719711853307	8	48864	54
tracktor-raw	Fly5	0	0	48864	54
tracktor-raw	Fly6	0	0	48864	54
tracktor-final	Fly1	0	0	47841	60
tracktor-final	Fly2	0	0	47841	60
tracktor-final	Fly3	0	0	47841	60
tracktor-final	Fly4	4.18051462134989e-05	2	47841	60
tracktor-final	Fly5	0	0	47841	60
tracktor-final	Fly6	0.000125415438640497	6	47841	60
tracktor-raw	Fly1	0	0	47841	60
tracktor-raw	Fly2	0	0	47841	60
tracktor-raw	Fly3	8.36102924269978e-05	4	47841	60
tracktor-raw	Fly4	4.18051462134989e-05	2	47841	60
tracktor-raw	Fly5	0	0	47841	60
tracktor-raw	Fly6	0.000125415438640497	6	47841	60
tracktor-final	Fly1	0	0	43091	95
tracktor-final	Fly2	0	0	43091	95
tracktor-final	Fly3	0	0	43091	95
tracktor-final	Fly4	0	0	43091	95
tracktor-final	Fly5	4.64134041911304e-05	2	43091	95
tracktor-final	Fly6	0	0	43091	95
tracktor-raw	Fly1	0	0	43091	95
tracktor-raw	Fly2	0	0	43091	95
tracktor-raw	Fly3	0	0	43091	95
tracktor-raw	Fly4	0	0	43091	95
tracktor-raw	Fly5	4.64134041911304e-05	2	43091	95
tracktor-raw	Fly6	0	0	43091	95
tracktor-final	Fly1	0.000171112014202297	8	46753	56
tracktor-final	Fly2	0.000213890017752871	10	46753	56
tracktor-final	Fly3	4.27780035505743e-05	2	46753	56
tracktor-final	Fly4	2.13890017752871e-05	1	46753	56
tracktor-final	Fly5	0.000256668021303446	12	46753	56
tracktor-final	Fly6	0.00014972301242701	7	46753	56
tracktor-raw	Fly1	0.000427780035505743	20	46753	56
tracktor-raw	Fly2	0.00059889204970804	28	46753	56
tracktor-raw	Fly3	0.000363613030179881	17	46753	56
tracktor-raw	Fly4	0.000491947040831604	23	46753	56
tracktor-raw	Fly5	0.000577503047932753	27	46753	56
tracktor-raw	Fly6	0.000385002031955169	18	46753	56
tracktor-final	Fly1	0.000496493514553466	24	48339	30
tracktor-final	Fly2	0.00136535716502203	66	48339	30
tracktor-final	Fly3	0.0012205465566106	59	48339	30
tracktor-final	Fly4	0.000972299799333871	47	48339	30
tracktor-final	Fly5	0.000620616893191833	30	48339	30
tracktor-final	Fly6	0.00225490804526366	109	48339	30
tracktor-raw	Fly1	0.0011171104077453	54	48339	30
tracktor-raw	Fly2	0.0012205465566106	59	48339	30
tracktor-raw	Fly3	0.0022342208154906	108	48339	30
tracktor-raw	Fly4	0.0033513312232359	162	48339	30
tracktor-raw	Fly5	0.00132398270547591	64	48339	30
tracktor-raw	Fly6	0.0019652868284408	95	48339	30
tracktor-final	Fly1	0	0	47410	36
tracktor-final	Fly2	0	0	47410	36
tracktor-final	Fly3	0	0	47410	36
tracktor-final	Fly4	0	0	47410	36
tracktor-final	Fly5	0	0	47410	36
tracktor-final	Fly6	0	0	47410	36
tracktor-raw	Fly1	4.2185192997258e-05	2	47410	36
tracktor-raw	Fly2	0	0	47410	36
tracktor-raw	Fly3	0	0	47410	36
tracktor-raw	Fly4	0	0	47410	36
tracktor-raw	Fly5	0	0	47410	36
tracktor-raw	Fly6	4.2185192997258e-05	2	47410	36
tracktor-final	Fly1	8.43703859945159e-05	4	47410	38
tracktor-final	Fly2	2.1092596498629e-05	1	47410	38
tracktor-final	Fly3	0	0	47410	38
tracktor-final	Fly4	4.2185192997258e-05	2	47410	38
tracktor-final	Fly5	0.000168740771989032	8	47410	38
tracktor-final	Fly6	0.000147648175490403	7	47410	38
tracktor-raw	Fly1	0.000358574140476693	17	47410	38
tracktor-raw	Fly2	0.000126555578991774	6	47410	38
tracktor-raw	Fly3	4.2185192997258e-05	2	47410	38
tracktor-raw	Fly4	0.000168740771989032	8	47410	38
tracktor-raw	Fly5	0.000590592701961611	28	47410	38
tracktor-raw	Fly6	0.000358574140476693	17	47410	38
tracktor-final	Fly1	0.000268173941744368	13	48476	4
tracktor-final	Fly2	0.000412575294991336	20	48476	4
tracktor-final	Fly3	0.000536347883488737	26	48476	4
tracktor-final	Fly4	0.000288802706493935	14	48476	4
tracktor-final	Fly5	0.000433204059740903	21	48476	4
tracktor-final	Fly6	6.18862942487004e-05	3	48476	4
tracktor-raw	Fly1	0.00140275600297054	68	48476	4
tracktor-raw	Fly2	0.00156778612096708	76	48476	4
tracktor-raw	Fly3	0.00200099018070798	97	48476	4
tracktor-raw	Fly4	0.00152652859146794	74	48476	4
tracktor-raw	Fly5	0.00191847512170971	93	48476	4
tracktor-raw	Fly6	0.00127898341447314	62	48476	4
tracktor-final	Fly1	0.000173596042010242	8	46084	31
tracktor-final	Fly2	0.000173596042010242	8	46084	31
tracktor-final	Fly3	4.33990105025605e-05	2	46084	31
tracktor-final	Fly4	0.000607586147035848	28	46084	31
tracktor-final	Fly5	4.33990105025605e-05	2	46084	31
tracktor-final	Fly6	0.000260394063015363	12	46084	31
tracktor-raw	Fly1	0.00106327575731273	49	46084	31
tracktor-raw	Fly2	0.000238694557764083	11	46084	31
tracktor-raw	Fly3	0.000694384168040969	32	46084	31
tracktor-raw	Fly4	0.00169256140959986	78	46084	31
tracktor-raw	Fly5	0.000629285652287128	29	46084	31
tracktor-raw	Fly6	0.0013236698203281	61	46084	31
tracktor-final	Fly1	0.000143254747871644	7	48864	51
tracktor-final	Fly2	0.000102324819908317	5	48864	51
tracktor-final	Fly3	0.000204649639816634	10	48864	51
tracktor-final	Fly4	0.000102324819908317	5	48864	51
tracktor-final	Fly5	0	0	48864	51
tracktor-final	Fly6	2.04649639816634e-05	1	48864	51
tracktor-raw	Fly1	2.04649639816634e-05	1	48864	51
tracktor-raw	Fly2	6.13948919449902e-05	3	48864	51
tracktor-raw	Fly3	0.000204649639816634	10	48864	51
tracktor-raw	Fly4	2.04649639816634e-05	1	48864	51
tracktor-raw	Fly5	0	0	48864	51
tracktor-raw	Fly6	0.000266044531761624	13	48864	51
